word,count
die,14518
ek,13383
nie,13020
is,10808
het,9281
jy,8704
n,7381
dit,6939
my,5855
en,5523
ons,5214
wat,4714
van,4340
jou,4315
in,3717
te,3473
hy,3184
sy,3009
vir,3003
maar,2910
gaan,2831
kan,2771
om,2724
sal,2685
dat,2610
dis,2359
met,2307
so,2291
hulle,2205
u,2197
was,2154
as,2124
ja,1956
daar,1880
kom,1876
moet,1863
op,1860
hier,1747
nou,1735
na,1617
wil,1574
weet,1491
hom,1488
aan,1453
haar,1413
wees,1355
net,1309
nee,1278
doen,1269
nog,1251
goed,1170
dan,1159
hoe,1112
ook,1089
word,1052
sien,993
laat,960
julle,941
al,928
by,910
sê,899
's,876
hierdie,851
baie,851
maak,843
soos,827
se,824
dink,822
waar,800
of,787
toe,771
oor,746
uit,710
iets,690
een,684
alles,683
sou,674
niks,674
wie,667
hou,662
bly,656
meer,656
waarom,640
kyk,592
deur,583
kry,578
geen,564
man,561
dankie,548
goeie,535
wel,534
tog,530
praat,520
weer,517
werk,515
vertel,506
gee,503
dag,482
weg,461
nooit,454
kon,450
hê,443
almal,438
sit,431
terug,422
mense,420
lewe,417
reg,415
wou,411
dood,410
wag,409
gesê,396
altyd,393
ander,362
ma,360
moenie,360
daardie,357
O,356
voor,355
mag,353
bietjie,352
lyk,348
help,348
saam,345
vra,341
tot,339
iemand,334
mooi,330
tyd,330
vrou,326
asseblief,319
ken,318
Majesteit,313
twee,311
seker,306
regtig,306
nodig,306
groot,305
neem,304
God,302
gedoen,296
want,296
miskien,294
eers,294
af,291
begin,291
hoor,282
gesien,280
jammer,280
beter,279
probeer,278
jaar,276
kind,275
huis,274
gebeur,270
anders,268
meneer,267
omdat,261
verstaan,259
elke,250
vader,244
glo,244
los,243
pa,243
natuurlik,241
naam,240
moes,238
staan,237
eerste,235
lank,235
niemand,232
môre,230
luister,229
alleen,229
speel,228
mnr,228
kinders,227
gelukkig,226
genoeg,226
sonder,226
gedink,225
mens,225
seun,223
gou,222
voel,221
lief,219
selfs,215
vergeet,214
bedoel,212
slaap,212
nuwe,210
soek,208
teen,206
vind,204
verkeerd,202
geld,201
klein,200
daarvan,199
vandag,199
heer,198
liefde,197
onder,195
bring,195
Gibbs,194
me,194
keer,191
graag,191
hoekom,190
self,189
stop,188
eet,187
plek,182
geweet,180
gehad,179
ou,176
onthou,175
moeder,175
liewe,175
dae,174
Ag,174
gebruik,167
gekom,166
de,166
wanneer,166
land,166
verskoon,163
agent,162
stil,162
skryf,158
laaste,158
mamma,157
ontmoet,156
gekry,154
dalk,153
geluk,153
mekaar,151
nag,149
vriend,149
Sissi,149
eie,149
drink,147
lees,147
gehoor,147
baas,146
kamer,146
alle,146
paar,146
lekker,145
verloor,145
leer,142
gemaak,142
watter,142
gelede,141
verander,140
raak,139
pas,139
totsiens,138
hele,135
volgende,134
Anna,134
later,133
wêreld,131
bang,131
hoop,129
hart,129
beste,129
meisie,128
McGee,128
dus,126
oë,125
luitenant,124
vriende,123
sing,123
veel,122
kop,121
dinge,121
dieselfde,120
beteken,120
gevind,120
Tony,120
familie,118
vat,118
loop,118
saak,117
lê,116
drie,116
haal,116
betaal,116
dadelik,116
eens,115
leef,114
agter,114
gek,114
verkoop,114
t,112
stel,111
Madame,111
geword,111
enige,110
vroue,108
besoek,108
dokter,108
gereed,106
dogter,106
oupa,105
oop,105
dr,105
uur,105
Ziva,104
wys,103
binne,103
here,103
ooit,103
ver,103
trou,102
daarvoor,101
gevra,101
enigste,101
maklik,100
he,99
klaar,99
Franz,99
steeds,98
stuur,98
siek,97
verlaat,97
deel,97
liewer,97
behoort,97
the,97
eintlik,96
sleg,96
huistoe,96
jong,96
pad,95
hand,95
verder,95
daaroor,95
hande,94
trek,94
skuld,94
suster,94
sulke,93
hoogheid,93
idee,93
noem,93
geskryf,93
a,92
moeilik,91
water,91
manne,90
gegee,90
DiNozzo,90
daarmee,90
tussen,90
kos,90
geval,90
volg,88
brief,87
hulp,87
vanaand,87
probleem,87
bel,87
oorlog,87
verby,86
sterf,86
koffie,86
mee,86
verwag,85
mos,85
myne,85
dra,85
buite,85
Marie,85
besluit,85
gepraat,84
daarom,84
lag,84
regte,84
koning,83
aarde,83
val,83
broer,82
reeds,82
vertrou,82
oomblik,82
gestuur,81
Graaf,81
Haai,81
woord,81
weke,81
arme,80
pappa,80
gaaf,80
sorg,80
ten,80
stem,79
Keiser,79
musiek,78
ding,78
heel,78
benodig,78
gehou,78
dames,78
lig,78
gesig,78
asb,77
hul,77
gegaan,77
Keith,76
vertrek,76
meisies,76
skool,76
wens,76
antwoord,75
besig,75
moontlik,75
mev,74
presies,74
oh,74
gewerk,74
son,73
eer,73
Heidi,73
hoeveel,73
bo,72
naby,72
welkom,72
Martin,72
week,72
aanvaar,71
prins,71
bed,71
mans,71
rus,70
verseker,70
dom,70
koop,69
jouself,69
verdomp,69
geniet,69
rede,69
sommer,68
NCIS,68
vuur,68
Anne,68
von,67
snaaks,67
hoef,67
vol,67
daaraan,66
beweeg,66
dame,66
dans,66
waarheid,65
mevrou,65
draai,65
ouers,65
swaar,65
slegte,65
ry,65
gevoel,65
voorstel,65
manier,65
wonderlik,64
geheim,64
tel,64
bewys,64
Anton,64
myself,64
gebring,64
waarvoor,64
minute,64
sodat,64
maal,64
Keiserin,64
ernstig,63
hemel,63
minste,63
terugkom,63
plan,63
kwaad,62
tante,62
Parys,62
asof,62
minder,62
terwyl,62
heeltemal,62
bekommerd,62
Abby,62
volgens,62
oom,61
kaptein,61
haat,61
bemin,61
direkteur,61
film,61
per,61
you,60
versigtig,60
majoor,60
sterk,60
vas,60
Schiller,60
skilder,60
dikwels,59
waarvan,59
bestaan,59
beloof,59
lug,59
gravin,59
klink,59
red,59
doodmaak,59
trots,59
moeg,58
Nene,58
storie,58
kort,58
vier,58
lang,58
byna,58
onmoontlik,58
ophou,58
generaal,58
ongelukkig,58
woon,58
vergewe,57
nogal,57
oud,57
baba,57
bevel,57
spesiale,57
huil,56
duidelik,56
gewees,56
amper,56
Johannes,56
homself,56
reis,56
veg,56
Peter,55
gevaar,55
sedert,55
woorde,55
hard,55
gebou,55
ouma,54
rustig,54
orde,54
vinnig,54
stad,54
prinses,54
geloof,54
nê,54
steek,54
Wells,54
aand,54
jare,53
maande,53
albei,53
geleer,53
Franse,53
darem,53
joune,53
maand,53
gedood,53
lei,52
platform,52
warm,52
Russe,52
getroud,52
breek,52
pragtige,52
hoof,52
huwelik,52
ontvang,51
sweer,51
fout,51
besef,51
alreeds,51
plaas,50
Albert,50
Inger,50
Hello,50
Ben,50
Birkut,50
beskerm,50
vry,50
stap,49
bereik,49
hallo,49
verduidelik,49
blomme,49
wonder,49
wyn,49
gister,49
ryk,48
eenmaal,48
kolonel,48
droom,48
klomp,48
woonstel,48
kameraad,48
pragtig,48
see,48
gladnie,48
sekerlik,48
einde,48
omtrent,48
verdien,48
oral,48
waaroor,48
slaan,47
daarna,47
veilig,47
skiet,47
Leopold,47
treurig,47
dank,47
nuus,47
enigiets,47
bos,47
totaal,47
Duitse,47
heen,46
belangrik,46
hare,46
Don,46
enkele,46
gesoek,46
pyn,46
doktor,46
grap,46
komaan,46
vrae,46
kant,46
mis,46
vlieg,46
geneem,46
verlede,46
rond,46
liggaam,46
ontploffing,46
klop,45
druk,45
frank,45
Rembrandt,45
Wenen,45
Gilles,45
Frankryk,45
rok,45
pak,45
langs,45
vyf,45
staat,45
venster,45
tafel,45
rooi,45
glimlag,44
liefhet,44
roep,44
gooi,44
beide,44
spel,44
soen,44
bom,44
werklik,44
hof,44
teken,44
ses,44
Chabert,44
wakker,44
Charlotte,44
herken,44
gesondheid,44
prokureur,44
begryp,43
kies,43
doel,43
voort,43
Hitler,43
plesier,43
watse,43
stilte,43
genoem,43
Deer,43
vermoor,43
verdwyn,43
Jan,43
voordat,43
duiwel,43
aangaan,42
vrees,42
daarop,42
skoon,42
erken,42
Vera,42
min,42
beslis,42
gesond,42
vreugde,42
dié,42
elkeen,42
soort,42
soms,42
bloed,42
Mathieu,42
gemors,42
Parsa,42
s'n,42
belowe,42
boeke,41
Oostenryk,41
span,41
boek,41
verlief,41
Tant,41
hang,41
probleme,41
werd,41
mal,41
tuis,41
vrede,41
toekoms,41
George,41
Duitsland,41
gebreek,40
bier,40
soveel,40
it,40
kans,40
McBride,40
juis,40
dooie,40
Mike,40
erg,40
meester,40
hond,40
monsieur,40
Lotte,40
party,40
grond,39
OK,39
adres,39
beveel,39
gevolg,39
erger,39
hospitaal,39
elk,39
uiteindelik,39
Ciske,39
Ivan,39
menere,39
gelees,39
veral,39
Sophie,39
gewoonlik,39
Siedler,39
muur,39
klas,39
polisie,38
beplan,38
ure,38
verkies,38
Klara,38
Borin,38
aandag,38
koningin,38
Nelly,38
gebel,38
Stalingrad,38
tronk,38
vraag,38
foto,38
Engelse,38
vlug,38
moeite,37
ondersoek,37
madam,37
veiligheid,37
Bratek,37
vang,37
Hertog,37
melk,37
skip,37
gelyk,37
Germain,37
slag,37
spreek,37
opdrag,37
Caroline,37
mammie,36
wit,36
hiernatoe,36
geveg,36
stadig,36
Abbs,36
volk,36
ontdek,36
gebore,36
verlore,36
res,36
vinniger,36
vryheid,36
behalwe,36
Johan,36
tydens,36
donker,36
onderwyser,36
gaste,36
vroeër,36
boodskap,35
boord,35
minister,35
duur,35
asem,35
sluit,35
ge,35
more,35
spyt,35
Vlaandere,35
jonk,35
even,35
bedank,35
wen,35
Ruyter,35
aanval,35
sand,35
waarskynlik,35
gesit,35
dorp,35
belang,35
goue,35
vergeef,35
ete,35
name,34
Lisa,34
meeste,34
liefie,34
Max,34
eindelik,34
koud,34
Mendez,34
seer,34
bevestig,34
bou,34
arm,34
inligting,34
saamgaan,34
uitvind,34
sake,34
Jesus,34
perd,34
Alceste,34
gespeel,34
teenoor,34
kalmeer,34
doodgaan,34
verdra,34
stuk,34
swak,34
gryp,34
slim,34
hardloop,33
eindig,33
idioot,33
twak,33
pos,33
twyfel,33
grootste,33
wind,33
Russiese,33
hel,33
kontak,33
regkom,33
Marianne,33
I,33
tuin,33
Mr,33
waarheen,33
Papa,33
sersant,33
naand,33
trein,33
bravo,33
to,33
vroeg,33
situasie,33
Hongarye,32
hotel,32
hoed,32
ter,32
verdomde,32
rol,32
tas,32
s,32
lys,32
geskiedenis,32
begrawe,32
behandel,32
Berlyn,32
skielik,32
eendag,32
vreemd,32
prys,32
voorbeeld,32
moord,32
persoon,32
Wayne,32
als,32
alweer,32
geheime,32
nommer,32
eenvoudig,32
nader,32
vorentoe,32
veroorsaak,32
verrassing,32
tee,31
klim,31
diens,31
wapen,31
Eboshi,31
fees,31
smeek,31
Markies,31
spoor,31
gevaarlik,31
weggaan,31
Weimar,31
swart,31
siel,31
honger,31
ongeluk,31
lieflike,31
daarin,31
punt,31
leër,31
keuse,31
buurt,31
bal,31
versoek,31
mond,31
ly,31
voer,31
